id,sentence,tane,henkei,tane extraction,henkei extraction,tane match,henkei match,tane match2,henkei match2,type,thres
30630,仲間由紀恵が、小名浜行きへ。,仲間由紀恵,小名浜行きへ,,,,,,,,
30631,完売日に菅、バイビ！！,完売日,菅、バイビ,,,,,,,,
30632,案がある、アンガールズ。,案がある,アンガールズ,,,,,,,,
30633,6勝どまりに小室、苦笑,6勝,小室、苦笑,,,,,,,,
30634,あるケバイ女、歩けばいい女。,あるケバイ女,歩けばいい女,,,,,,,,
30635,「マイ熊木杏里！」と迫るマイク眞木、アン・リー。,マイ熊木杏里,マイク眞木アン・リー,,,,,,,,
30636,蚊を落とすやつを買おうとする。,蚊を落とす,買おうとする,,,,,,,,
30637,ディカプリオに迫る、Dカップ・りお。,ディカプリオ,Dカップ・りお,,,,,,,,
30638,高機能を謳っても、興毅NO！,高機能,興毅NO,,,,,,,,
30639,オール5でも凍る郷,オール5,凍る郷,,,,,,,,
30640,戸田恵子は、ちょっとだけエコ。,戸田恵子,ちょっとだけエコ,,,,,,,,
30641,アイヌ系の卓球人は、愛抜け～！！,アイヌ系,愛抜け～！！,,,,,,,,
30642,長打が出なく、不調だ！,長打,不調だ,,,,,,,,
30643,飯田線に乗るチームは、良い打線。,飯田線,良い打線,,,,,,,,
30644,価格面のハンデを、カカ工面。,価格面,カカ工面,,,,,,,,
30645,仁志、西でがんばれ！,仁志,西,,,,,,,,
30646,袈裟固め、今朝が試す日。,袈裟固め,今朝が試す,,,,,,,,
30647,<免許>更新時に来ない、高信二,更新時,高信二,,,,,,,,
30648,<免許>更新時に来なかった、高信二,更新時,高信二,,,,,,,,
30650,クラシックな、蔵シック。,クラシック,蔵シック,,,,,,,,
30651,二毛作の最中に、ニモを裂く。,二毛作,ニモを裂く,,,,,,,,
30652,こじはる、意固地張る。,こじはる,意固地張る,,,,,,,,
30653,盤上にあるバンジョー。,盤上,バンジョー,,,,,,,,
30654,「角田、威厳を持て！」と、忠告する郭泰源。,角田、威厳,郭泰源,,,,,,,,
30655,田尾さんは倒さん！,田尾さん,倒さん,,,,,,,,
30656,高校野球人気増すと、好々爺9人来ます。,高校野球人気増す,好々爺9人来ます,,,,,,,,
30657,新浦さんに、売らさん！,新浦さん,に、売らさん,,,,,,,,
30658,ホールトンが放るトンカチ,ホールトン,放るトンカチ,,,,,,,,
30659,殺虫剤盗みサッチ有罪,殺虫剤,サッチ有罪,,,,,,,,
30660,「銃、どうか？」と聞く柔道家,銃、どうか,柔道家,,,,,,,,
30661,黒木メイサのお袋キメさ！,黒木メイサ,お袋キメさ,,,,,,,,
30662,キノコが好きな猪木の子,キノコ,猪木の子,,,,,,,,
30663,相撲の稽古を休もう！,相撲,休もう,,,,,,,,
30664,あの子からメールいっぱいフェルメール,メール,フェルメール,,,,,,,,
30665,裸の銃<ガン>を持つ男は、裸眼だった。,ガン,裸眼,,,,,,,,
30666,Aクラスに入った榮倉っす！,Aクラス,榮倉っす,,,,,,,,
30667,「天地人」出た時、手縮んでた。,天地人,手縮んでた,,,,,,,,
30668,登山家は、暗い？まぁ。,登山家,暗い？まぁ,,,,,,,,
30669,ウエンツ瑛士が泣いた、うえーんっ！,ウエンツ,うえーんっ,,,,,,,,
30670,アザミネーゼのあざ、見ねぇぜ。,アザミネーゼ,あざ、見ねぇぜ,,,,,,,,
30671,野球の試合、雨天決行しますか？『打てん。結構』,雨天決行,打てん結構,,,,,,,,
30672,幸運が舞い込んだのは、マイコンだ。,舞い込んだ,マイコンだ,,,,,,,,
30673,夏「香椎由宇、懐かしい。」言う。,夏「香椎由宇,懐かしい。」言う,,,,,,,,
30674,から揚げ食ってkara上げた。,から揚げ,kara上げた,,,,,,,,
30675,カラフルだがKARA、FOOL！,カラフル,KARA、FOOL,,,,,,,,
30676,山岳に、おっさんが来る。,山岳,おっさんが来る,,,,,,,,
30677,よくバッターが、欲張った～。,よくバッター,欲張った～。,,,,,,,,
30678,から揚げ粉を描いた、カラー原稿。,から揚げ粉,カラー原稿,,,,,,,,
30679,登山に行くと、残雪が。,登山,と、残雪,,,,,,,,
30680,なんなんだモネもねーのかこの画廊,モネ,もねーのか,,,,,,,,
30681,卓球してるの？ピンポーン！,卓球,ピンポーン,,,,,,,,
30682,さかなクン、まさか泣くんだ。,さかなクン,まさか泣くんだ,,,,,,,,
30683,にごり絵に、ゴリエ。,にごり絵,に、ゴリエ,,,,,,,,
30684,メグ・ライアンに似てるの、目ぐらいやん。,メグ・ライアン,目ぐらいやん,,,,,,,,
30685,夏季無失点で、掻きむしってん？,夏季無失点,掻きむしってん,,,,,,,,
30686,菊川怜の言うことなんか、誰が聞くかワレ～,菊川怜,聞くかワレ～,,,,,,,,
30687,メジャー使ったらダメジャー,メジャー,ダメジャー,,,,,,,,
30689,馬だけに！うまい！,馬,うまい,,,,,,,,
30690,少女時代、賞状辞退。,少女時代,賞状辞退,,,,,,,,
30691,「総重量が重い理由は…そう、十両！」,総重量,そう、十両,,,,,,,,
30692,城島健二は常時負けん状態,城島健二,常時負けん状態,,,,,,,,
30693,カブスと被す,カブス,被す,,,,,,,,
30694,アゲンストのとき、あげんストーブ,アゲンスト,あげんストーブ,,,,,,,,
30695,AKB48A警備員ほっといて。っと,AKB48,A警備員ほっといて。っと,,,,,,,,
30696,童顔バッターに、「どう？頑張った？」,童顔バッター,どう？頑張った,,,,,,,,
30697,リベロの選手がかなりベロベロ,リベロ,かなりベロベロ,,,,,,,,
30698,寅さんのこと、撮らさん！,寅さん,撮らさん,,,,,,,,
30699,「これソーサー？」「そうさー」,ソーサー,そうさー,,,,,,,,
30700,もっとキャイーンが、持っときゃ良いんだ。,もっとキャイーン,持っときゃ良いんだ,,,,,,,,
30701,石川遼の意志変わりよう,石川遼,意志変わりよう,,,,,,,,
30702,東野圭吾が、東の警護。,東野圭吾,東の警護,,,,,,,,
30703,大関が送り出しを繰り出した。,送り出し,を繰り出した,,,,,,,,
30704,北野武まで来たの？竹島。,北野武,来たの？竹島,,,,,,,,
30705,シャガールが描く、芸者ガール。,シャガール,芸者ガール,,,,,,,,
30706,被災地の話聞く、いしいひさいち。,被災地,いしいひさいち,,,,,,,,
30707,池に絵を描く生贄。,池に絵,生贄,,,,,,,,
30708,貫地谷って感じやね～,貫地谷,感じやね,,,,,,,,
30709,冬だけど！豪快に泳ごう会！,豪快,泳ごう会,,,,,,,,
30710,「申し子」は、もう死語。,申し子,もう死語,,,,,,,,
30711,慶應ボーイがKO！,慶應,KO,,,,,,,,
30712,AKB48の護衛にえー警備員<48>,AKB48,えー警備員<48,,,,,,,,
30713,くもを食らうど。え？くもは酸っぱいだ！,くも,食らうどくも酸っぱいだ,,,,,,,,
30714,黒木メイサの、袋記名さ。,黒木メイサ,袋記名さ,,,,,,,,
30715,AKB48の護衛にえー警備員,AKB,えー警備員,,,,,,,,
30716,オグシオの御髪を…,オグシオ,御髪を,,,,,,,,
30717,相撲道を話すモード,相撲道,話すモード,,,,,,,,
30718,内藤が持ってることは、無いと思ってる,内藤持ってる,無いと[思ってる,,,,,,,,
30719,海老蔵の絵、微増。,海老蔵,絵、微増,,,,,,,,
30720,印籠をインローに投げる,印籠,インロー,,,,,,,,
30721,亀田ぁ試合前に唄うな亀田「だって僕singだもん」,亀田,亀田僕sing,,,,,,,,
30722,野球しようよ！！..や、急にいわれても,野球,や、急に,,,,,,,,
30723,「胴長短足！」と言われ、マラドーナが嘆息。,胴長短足,マラドーナが嘆息,,,,,,,,
30724,三遊間に咲くサンユウカ,三遊間,サンユウカ,,,,,,,,
30725,なでしこジャパンがなんで四股を？,なでしこ,なんで四股,,,,,,,,
30726,強靭な身体は巨人だからだ,強靭身体,巨人だからだ,,,,,,,,
30727,坂井真紀は、まさか今来た？,坂井真紀,まさか今来た,,,,,,,,
30728,温泉場のゴルフはワンオンせん！,温泉,ワンオンせん,,,,,,,,
30730,軽く方眼紙を持ち上げるハルクホーガン氏,軽く方眼紙,ハルクホーガン氏,,,,,,,,
30731,サンマリノで、さんま離農。,サンマリノ,さんま離農,,,,,,,,
30732,タイガー・ウッズ<虎・森>日本は森寅男,タイガー・ウッズ,森寅男,,,,,,,,
30733,ゴルゴダの丘にいるのは、ゴルゴだ！,ゴルゴダ,ゴルゴだ,,,,,,,,
30734,後藤真希の家に5頭馬来た,後藤真希,5頭馬来た,,,,,,,,
30735,カリオストロで、うっかり押す徒労。,カリオストロ,うっかり押す徒労,,,,,,,,
30736,縄文土器を、ジョー揉んどき！,縄文土器,ジョー揉んどき,,,,,,,,
30737,マキビシまく忍者に堀北真希ビシッと言う。,マキビシ,真希ビシッと,,,,,,,,
30738,半額祭は、版画臭い！,半額祭,版画臭い,,,,,,,,
30739,州都でシュート！,州都,シュート,,,,,,,,
30740,ハイジャンしている後輩じゃん！,ハイジャン,後輩じゃん,,,,,,,,
30741,内角攻めにのけぞって、稲葉「うわー」とイナバウワー,稲葉「うわー,イナバウワー,,,,,,,,
30742,小森実果が引きこもり3日した…,小森実果,引きこもり3日,,,,,,,,
30743,トップ下が突っ伏した,トップ下,突っ伏した,,,,,,,,
30744,「モスキートも好き！」と。,モスキート,も好き！」と,,,,,,,,
30745,北田瑠衣が来た、だるいの？,北田瑠衣,来た、だるいの,,,,,,,,
30746,真野恵里菜の今の襟な！,真野恵里菜,今の襟な,,,,,,,,
30747,何打差なんだ？さぁ…,何打差,なんだ？さぁ,,,,,,,,
30748,アントニオ猪木餡と匂いの木,アントニオ猪木,餡と匂いの木,,,,,,,,
30749,巻の生着替え,巻,生着替え,,,,,,,,
30750,大山加奈に大家まかなう,大山加奈,大家まかなう,,,,,,,,
30751,軟球、何球投げた？,軟球,何球,,,,,,,,
30752,Ilove伊良部,Ilove,伊良部,,,,,,,,
30753,亮さんチームがポイント量産！,亮さん,量産,,,,,,,,
30754,菅内閣が、カンナ威嚇！,菅内閣,カンナ威嚇,,,,,,,,
30755,3セット先取した選手,先取,選手,,,,,,,,
30756,高松市でタカ待つし！,高松市,タカ待つし,,,,,,,,
30757,テリー伊藤のバッテリー,テリー,バッテリー,,,,,,,,
30758,「流離おう。」と指差すラオウ。,流離おう,差すラオウ,,,,,,,,
30759,クロスプレーに黒スプレー,クロスプレー,黒スプレー,,,,,,,,
30760,内藤さんには無い倒産,内藤さん,無い倒産,,,,,,,,
30761,テニスコートは今日定休日です,テニス,定休,,,,,,,,
30762,「読モ」んなって、毒盛んなって！,読モ」んなって,毒盛んなって,,,,,,,,
30763,興南打線はこうなんだ～。,興南,こうなんだ,,,,,,,,
30764,甲子園で子牛遠投,甲子園,子牛遠投,,,,,,,,
30765,クラシックらしく。,クラシック,(クラシック)らしく,,,,,,,,
30766,オシムを惜しむ。,オシム,惜しむ,,,,,,,,
30767,のび太さんの微炭酸。,のび太さん,の微炭酸,,,,,,,,
30768,「石破、舌カーキ。」と石橋貴明。,石破、舌カーキ,石橋貴明,,,,,,,,
30769,モンゴル語で「comeon！ゴルゴ！」と言ってみて。,モンゴル語,comeon！ゴルゴ,,,,,,,,
30770,実況「ドリブラー玉田圭司、玉だけ維持しました。」,玉田圭司,玉だけ維持,,,,,,,,
30771,カットモデルに加藤も出る。,カットモデル,加藤も出る,,,,,,,,
30772,GARNETCROWが姉と苦労,GARNETCROW,が姉と苦労,,,,,,,,
30773,サーカス出るピエロはデルピエロ,出るピエロ,デルピエロ,,,,,,,,
30774,アディダスで、バーディー出す。,アディダス,バーディー出す,,,,,,,,
30775,かかあ天下で、カカ出んか？,かかあ天下,カカ出んか,,,,,,,,
30776,誕生日にホームラン打ったのバースでい！,誕生日,バースでい,,,,,,,,
30777,木塚の悩みは気疲れ,木塚,気疲れ,,,,,,,,
30778,第3コーナーが参考なー！,3コーナー,参考なー,,,,,,,,
30779,加藤茶がまさか、torture<拷問>？,加藤茶,まさか、torture,,,,,,,,
30780,スキー場が好き。異常に。,スキー場,好き。異常,,,,,,,,
30781,アスリートも引退すりゃ明日二ート,アスリート,明日二ート,,,,,,,,
30782,アロマオイルがある真央いる？,アロマオイル,ある真央いる,,,,,,,,
30783,甲子園に落ちてた広辞苑,甲子園,広辞苑,,,,,,,,
30784,サッカーの応援は、うるサッカーた,サッカー,うるサッカーた,,,,,,,,
30785,興南高校の先公、軟膏こう塗る。,興南高校,先公、軟膏こう,,,,,,,,
30786,相撲界に住もうかい？,相撲界,住もうかい,,,,,,,,
30787,クラシックな暮らし「good！」,クラシック,暮らし「good,,,,,,,,
30788,ヒッチハイク中に五七五七七俳句。,ヒッチハイク,五七五七七俳句,,,,,,,,
30789,錯誤でサッカー苦。,錯誤,サッカー苦,,,,,,,,
30790,アメフトの試合に雨降っとう,アメフト,雨降っとう,,,,,,,,
30791,日本代表に本田、意表を突かれたな…,日本代表,に本田、意表,,,,,,,,
30792,スラムダンクすら無断休。,スラムダンク,すら無断休,,,,,,,,
30793,五丁目の人「碁」超うめぇー！,五丁目,碁」超うめぇ,,,,,,,,
30794,金髪刑事のパッケージ。,金髪刑事,パッケージ,,,,,,,,
30795,ドラえもんのポケットに！ドラええ物が入っている！,ドラえもん,ドラええ物,,,,,,,,
30796,シコースキーはしっこ好き,シコースキー,しっこ好き,,,,,,,,
30797,野球場の形はやや球状,野球場,やや球状,,,,,,,,
30798,マオカラーのスーツは真央から。,マオカラー,真央から,,,,,,,,
30799,ブラジル代表メッシ、空腹で『飯～』。,メッシ,飯,,,,,,,,
30800,糞ジジィに終身介護？！就寝か囲碁させとけ！！,終身介護,就寝か囲碁,,,,,,,,
30801,大地真央が第一魔王。,大地真央,第一魔王,,,,,,,,
30802,ロジャー・フェデラーも風呂じゃあ屁出らぁ。,ロジャー・フェデラー,風呂じゃあ屁出らぁ,,,,,,,,
30803,アウトレイジに、合うと0時。,アウトレイジ,合うと0時,,,,,,,,
30804,洋画より邦画の方がいい！,邦画,方が,,,,,,,,
30805,春日王が消しゴム使うとカスが多い！,春日王,カスが多い,,,,,,,,
30806,サンマリノで会った、さんま、梨乃であった。,サンマリノ,さんま、梨乃,,,,,,,,
30807,信州の、写真集。,信州,写真集,,,,,,,,
30808,エイリアンに、絵入り案。,エイリアン,絵入り案,,,,,,,,
30809,アントニオ猪木&匂いの樹。,アントニオ猪木,&匂いの樹,,,,,,,,
30810,松たか子を、祭った過去。,松たか子,祭った過去,,,,,,,,
30811,あびる優が、浴びる言うてんねん！,あびる優,浴びる言うてんねん,,,,,,,,
30812,栗山千明がクリア、『マチャアキ』。,栗山千明,クリア、『マチャアキ,,,,,,,,
30813,侍見た、サム・ライミ。,侍見た,サム・ライミ,,,,,,,,
30814,田崎敬浩が立った先、高いよ！,田崎敬浩,立った先、高いよ,,,,,,,,
30815,ハライチとエハラ1位,ハライチ,エハラ1位,,,,,,,,
30816,「もう、飲まねぇ。」の、ものまね。,もう、飲まねぇ,ものまね,,,,,,,,
30817,飲む名倉の胸ぐら。,飲む名倉,の胸ぐら,,,,,,,,
30818,ガッツ石松が、つい始末。,ガッツ石松,が、つい始末,,,,,,,,
30819,松家選手の登板を待つか。,松家,待つか,,,,,,,,
30820,燃えん鳥居も、エントリー。,燃えん鳥居,も、エントリー,,,,,,,,
30821,大前研一が「おおマエケン1位」,大前研一,おおマエケン1位,,,,,,,,
